key,field,en,source
bib-75,imprint,"Zurich,
At Johann Jacob Bodmer’s press.
1646.",summer_2025
bib-76,title,"COSMOGRAPHY
DIVIDED INTO FOUR BOOKS,

With the highest order, wonderful ease,
and brevity, leading to the Great Mathematical
Construction of Ptolemy, and to the whole of
Astrology:

By FRANCESCO BAROCCI, son of Jacopo,
Venetian patrician,
Author.

With a Preface by the same Author, in which a complete division
of Astrology is given, and an account of illustrious Authors and the volumes
written by them in each part of Astrology is provided:
and in which 84 errors of John of Sacrobosco,
and very many more of his commentators and followers,
are exposed and refuted by arguments.

Also preceding are certain General Mathematical matters, as well as
Arithmetic and Geometric principles, and some Propositions,
which are often mentioned in the work; and finally a very full
Index of the things contained in the Cosmography itself.

All things in this second edition newly revised by the Author himself,
and in many places enlarged.",summer_2025
bib-76,imprint,"Venice, printed by Gratiosus Perchacinus, 1598.",summer_2025
bib-77,title,"FOUR BOOKS
OF GEOMETRY
BY SILVIO BELLI OF VICENZA.
The first on Measuring by sight.

In which is taught, without laboring
with numbers, how to very easily measure distances, heights, 
and depths with the Geometric Square and other instruments, 
of which examples are provided with Figures.

It also shows a most excellent method for finding the depth of any sea, 
and an ingenious way of measuring the circuit of the whole Earth.

THE OTHER THREE ARE ON
Proportion & Proportionality, common
properties of Quantity.

Useful and necessary for the true and easy understanding 
of Arithmetic, Geometry, and all the sciences and arts.

WITH PRIVILEGE.",summer_2025
bib-77,imprint,"In Venice, at the press of Ruberto Megietti. 1595.",summer_2025
bib-78,title,"COURSE
OF
MATHEMATICS,

Which Contains
MATHEMATICS IN GENERAL,
SPECULATIVE GEOMETRY,
AND PRACTICAL GEOMETRY.

For the use
of Monseigneur
THE DAUPHIN.

By Monsieur Blondel,
Of the Royal Academy of Sciences, Counselor, Lecturer,
and Professor of the King in Mathematics, Professor and
Director of the Royal Academy of Architecture, etc.

VOLUME ONE.
Second Edition, enlarged and corrected.",summer_2025
bib-78,imprint,"In Paris, at the Author’s house.
And sold
In Amsterdam,
By Pierre Mortier, Bookseller
on the Vyegdam.

1699.",summer_2025
bib-79,title,"MATHEMATICAL
DISCIPLINES
For the use
OF THE MOST ILLUSTRIOUS
Academy of Padua:
WHERE IN SIX TREATISES
Are briefly summarized
PRACTICAL ARITHMETIC, GEOMETRY, TRIGONOMETRY,
FORTIFICATION, SPHERE, and GEOGRAPHY:
BY
VALERIANO BONVICINO
Lecturer in Philosophy at the University of PADUA,
and of Military Mathematics in the said
ACADEMY.",summer_2025
bib-79,imprint,"IN PADUA, 1665.
By the heirs of Paolo Frambotto.
With permission of the Superiors.",summer_2025
bib-80,title,"PRACTICAL
GEOMETRY,
By Sieur Boulenger,
Ordinary Reader to the King.

OR
A new method to measure and survey
quickly and easily all kinds of magnitudes,
without using fractions, reductions,
nor even any division, using only ordinary
measurement and its parts.

A work useful to all Architects, Engineers, Masons,
Surveyors, Measurers, and other Geometers.

NEW EDITION,
Enlarged with several Notes, and with a Treatise on
Arithmetic by Geometry.

By Mr. Ozanam, Professor of
Mathematics.",summer_2025
bib-80,imprint,"IN PARIS,
At Michel David’s, Quay des Augustins,
near the Hôtel de Luynes,
at the sign of Providence.

1691.
WITH PRIVILEGE OF THE KING.",summer_2025
bib-82,title,"JOANNES BUTEON,
of Dauphiné,
GEOMETRICAL WORKS,
whose titles follow:

On Noah’s Ark: its form and capacity.
On Caesar’s wooden bridge.
Refutation of the quadrature of the circle made by Oronce Finé.
Explanation of the geometric passage in Quintilian.
On the problem of doubling the cube.
Correction of the device described by Columella.
On the balance and the steelyard.
On the measurement of flowing water.
On the price of pearls.

IN CIVIL LAW:

On river islands to be divided according to civil law, 
in which Bartolus of Tiberia is refuted.
On the division of the fruit of a tree growing on a boundary.
On the necessity of knowledge of geometry for a jurist.
On the law of Papinian, Divorce.
On the law of Julian, “Thus it is written.”
On the law of Africanus, “Who four hundred…”",summer_2025
bib-82,imprint,"Now for the first time
printed: Lyons, 1554.
With privilege.",summer_2025
bib-83,title,"THE GEOMETRICAL WORKS
OF JOANNES BUTEO,
of Dauphiné,

The titles of which are as follows:

On Noah’s Ark: its form and capacity.
On Caesar’s wooden bridge.
Refutation of the quadrature of the circle by Oronce Finé.
Explanation of the geometric passage in Quintilian.
On the problem of doubling the cube.
On the measurement of flowing water.
Correction of the device described by Columella.
On the balance and the steelyard.
On the price of pearls.

IN CIVIL LAW.

On the division of river islands according to Civil Law. Where the opinion of Bartolus on the Tiber is refuted.
On the division of the fruit of a tree growing on a boundary.
The knowledge of geometry as necessary for a jurist.
On the law Fructus (Digest, solutions of marriages).
On the law If it is thus written (Digest, concerning freedom and possible institution of heirs).
On the section He who owes two hundred, law He who owes four hundred (Digest, on the Lex Falcidia).",summer_2025
bib-83,imprint,"Lyons,
At the press of Michael Jouve.
1559.

With the Privilege of the King.",summer_2025
bib-84,title,"THE TWO
FIRST PARTS
OF
FAMILIAR GEOMETRY
BY ALESSANDRO
CAPRA
ARCHITECT OF CREMONA.

Reprinted by the same Author, and en-
larged in the first part with many
necessary instructions for patrons of
buildings, so that they may be made
with less expense, and with very great utility.
In the second are given the geometric
measurements for measuring
buildings,
With the addition of surveys of barns
and farmhouses, and the rule for
measuring them, with a table of the
most notable things.

Dedicated to the Most Illustrious Lords
DECURIONS
OF THE CITY OF CREMONA.",summer_2025
bib-84,imprint,"IN CREMONA.
By Giovanni Pietro Zanni, 1673:
With license of the Superiors.",summer_2025
bib-85,title,"FABRICATION AND USE
Of the Proportional Compass,

Where it teaches ARTISANS the method of making with it
the necessary divisions,

And with various practical problems shows the usefulness
of this Instrument,

BY PAOLO CASATI
OF THE SOCIETY OF JESUS,

Giving the reasons, and providing demonstrations of all
the operations in its Construction and in its Use.

A USEFUL WORK
Not only for geometers, surveyors, civil and military architects, painters, sculptors,
and all those who use drawing, but also for gunners,
battle sergeants, merchants, and others, for many arithmetic
operations, carried out with great ease.

Greatly enlarged in this Second Edition by the same Author.",summer_2025
bib-85,imprint,"IN BOLOGNA, By Gioseffo Longhi, 1685. With license of the Superiors.",summer_2025
bib-86,title,"FABRICATION AND USE
Of the Proportional Compass,

Where it teaches artisans the method of making with it
the necessary divisions,

And with various practical problems shows the usefulness
of this instrument,

BY THE VERY REVEREND FATHER PAOLO CASATI
of the Society of Jesus,

Giving the reasons, and providing the demonstrations of all
the operations in its Construction and in its Use.

A USEFUL WORK
Not only for geometers, surveyors, civil and military architects, painters,
sculptors, and all those who use drawing, but also for gun-
ners, battle sergeants, merchants, and others, for many
arithmetic operations, carried out with great ease.",summer_2025
bib-86,imprint,"In Bologna, at the press of Giovanni Battista Ferroni, 1664. With license of the Superiors.",summer_2025
bib-87,title,"ON THE ART
OF MEASURING
TWO BOOKS,

In the first of which is taught
the measuring and
division of fields.

In the second, the measuring of walls,
the gauging of grain, wine, hay, and straw; 
the leveling of water, and other things necessary 
for surveyors.

BY MASTER GIROLAMO CATANEO OF NOVARA.
FIRST BOOK.",summer_2025
bib-87,imprint,"IN BRESCIA,
At the press of Thomaso Bozzola.
1584.",summer_2025
bib-88,title,"ON THE ART
OF MEASURING
BY MASTER GIROLAMO CATANEO
OF NOVARA.

TWO BOOKS,

In the first is taught how to measure and divide fields;

With a new addition of many Figures, and explanations
very useful, not previously printed in this book;

In the second, how to measure walls, to gauge grain,
wine, hay, and straw; to level water,
and other things necessary for surveyors.

FIRST BOOK.",summer_2025
bib-88,imprint,"IN BRESCIA,
By Domenico Gromi, 1682.
With license of the Superiors.",summer_2025
bib-89,title,"ON
STRAIGHT LINES
CUTTING ONE ANOTHER
A STATICAL CONSTRUCTION.

Dedicated to the Most Serene
FERDINAND CHARLES
Duke of Mantua, Montferrat,
Guastalla, etc.

By
JOANNES CEVA
of Milan.",summer_2025
bib-89,imprint,"Milan,
From the Press of Ludovico Monti. 1678.
With permission of the Superiors.",summer_2025
bib-90,title,"THE
UNIVERSAL PRACTICE
OF GEOMETRY BY JAC-
QUES CHAUUET OF CHAMPAGNE, Pro-
fessor and Ordinary Lecturer in Mathematics, at
the University of Paris, containing the explanation of
his Cosmometer and of all Geometric instruments,
with figures and demonstrations most
useful and necessary for the understanding of them.

To the high and mighty Lord Messire Anné d’Anglu-
re, Gentleman-in-ordinary of the King’s chamber,
Captain of one hundred light horse, Baron of Boursaut
and Giury in Argonne, Beauvais, Nesle, Aygreuille,
etc.",summer_2025
bib-90,imprint,"IN PARIS,
These copies are printed by Henry Thierry, and are sold
on Mount Saint Hilaire, at the sign of the Cauldron.

1585.
With the King’s Privilege.",summer_2025
bib-91,title,"Book of Arithmetic & Geometry
Speculative and practical: Composed by master
Francesco Feliciano of Lazisio Terrone:
And entitled The Ladder of the Picklock:
Newly Printed.

Whoever wishes to open a strong lock
At the top of a Tower or a Castle
Must have the Ladder suited to that,
So that he may reach the locked doors.
Then he must also carry with him
(If he does not have the Key of the seal)
An iron tool called the Picklock,
Otherwise his efforts will be in vain.
So too this little book of mine shows
How one may climb to certain locks
And open them without heavy labor:
Infinite reasons, bridges, and measures
It clarifies with gentle method,
To which the Ladder and the Picklock give their name.

But do not praise me thus,
Rather with your joyful blame—for blame is born
Only of him who in speaking delights and feeds upon it.",summer_2025
bib-91,imprint,1563.,summer_2025
bib-92,title,"THE
PICKLOCK LADDER
BOOK OF
ARITHMETIC, AND GEOMETRY
Speculative and Practical
BY MASTER FRANCESCO FELICIANO
OF VERONA.

DIVIDED INTO THREE BOOKS.

In the first are treated matters pertinent to Merchants, and to any other
person, namely: numbering, recording, adding, subtracting, multiplying, and dividing,
with all their circumstances.

In the second is treated the Greater Art of Algebra, that is, the rule
of the thing, the square, and the cube, with all its parts.

In this last edition it is enriched with very learned Problems by B. B.
In the third, and last, is demonstrated the measurement of Land, Walls, Hay,
Grain, Wine, Stones, and the gauging of Waters, and every other thing.

Newly revised, corrected of many errors, and enriched with many additions by
M. FILIPPO MACARIO of Verona, Public Lecturer of the Magnificent
City. With the addition of the Rule of the Chain by the same.

TO THE MOST ILLUSTRIOUS LORD
GIOVANNI BATTISTA SORER.",summer_2025
bib-92,imprint,"VENICE 1692.

Printed by Gio: Giacomo Hertz.
WITH LICENSE OF THE SUPERIORS.",summer_2025
bib-93,title,"PRACTICE
OF ARITHMETIC
AND GEOMETRY,

Newly Brought to Light
By the Reverend Father Lorenzo Forestani of Pescia,

Of the Minor Conventuals of St. Francis. In which is demonstrated a true
and most easy method of resolving every sort of problems,

For measuring all terrestrial surfaces and regular bodies, for measuring
by sight distances, heights, and depths,

With the method of surveying land without a compass: in which are corrected
certain errors of other Authors.

A work truly not less useful than necessary to the students
of such sciences.

WITH PRIVILEGE.",summer_2025
bib-93,imprint,"IN VENICE, Printed by Giorgio Varisco. 1603.
With License of the Superiors.",summer_2025
bib-94,title,"PRACTICE
OF ARITHMETIC,
AND GEOMETRY

BY THE REVEREND FATHER LORENZO FORESTANI OF PESCIA
of the Minor Conventuals of St. Francis.

Newly reprinted, and with utmost diligence corrected.

To the Most Illustrious and Most Distinguished Lord,
the Most Honorable Patron,
THE SENATOR AND MARQUIS
FRANCESCO
FERRONI,

GENERAL DEPOSITARY FOR THE MOST SERENE
GRAND DUKE OF TUSCANY.",summer_2025
bib-94,imprint,"In SIENA, at the Public Press, 1682.
With License of the Superiors.",summer_2025
bib-95,title,"FATHER PIERRE GALTRUCHI
OF ORLÉANS
OF THE SOCIETY OF JESUS

A COMPLETE COURSE
OF MATHEMATICS,
That is:

1. Arithmetic,       5. Gnomonics (dialling),
2. Geometry,         6. Geography,
3. Astronomy,        7. Optics,
4. Chronology,       8. Music,

A Clear, Brief, and Accurate
INSTITUTION,

Prepared for the Benefit of Studious Youth.",summer_2025
bib-95,imprint,"CAMBRIDGE,
Printed by John Field, Printer of the Most Renowned
University.
At the expense of Edward Story.
1668.",summer_2025
bib-96,title,"FATHER PIERRE GALTRUCHI
OF ORLÉANS
OF THE SOCIETY OF JESUS

INSTITUTION OF MATHEMATICS
SECOND VOLUME
COSMOGRAPHY

Comprising Astronomy, Mathematical Chronology,
Gnomonics, a Treatise on the Terrestrial Globe,
Geography, and Hydrography.

For the use of Studious Youth.

Third edition, corrected and enlarged.",summer_2025
bib-96,imprint,"CAEN,
At the press of Jean Cavelier,
Printer to the Academy.
1675.
With Royal Privilege.",summer_2025
bib-97,title,"JOHN CAMILLO
GLORIOSO
OF MATHEMATICAL
EXERCISES
First Decade,
IN WHICH

Are contained various theorems and
problems, both those proposed to him for solution,
and those observed by him while reading.",summer_2025
bib-97,imprint,"NAPLES,
From the Press of Lazarus Scorigio. 1627.",summer_2025
bib-98,title,"JOHN CAMILLO
GLORIOSO
OF MATHEMATICAL
EXERCISES
Third Decade,
IN WHICH

Are contained various theorems and problems,
both those proposed to him for solution,
and those observed by him while reading.",summer_2025
bib-98,imprint,"NAPLES,
From the Press of Secundinus Roncaliolus. 1639.
With permission of the Superiors.",summer_2025
bib-99,title,"New and Thorough
Mathematical
School of Peace
and War,
Wherein
are contained the essence and the most necessary parts
of the six
following sciences:
Namely:

THEORETICAL GEOMETRY, the science of land-measuring.
CIVIL ARCHITECTURE, civic building.
MILITARY ARCHITECTURE, fortification or military construction.
THE ART OF GUNNERY, artillery or the mastery of firearms.
HARMFUL PYROTECHNICS, serious (military) fireworks.
And then
PLEASANT PYROTECHNICS, recreational fireworks.

Collected and set forth for general use from many renowned
and reliable authors, both old and new, with appropriate figures,
briefly, orderly, and clearly composed and compiled by
Johann Sebastian Gruber, Major.",summer_2025
bib-99,imprint,"Nuremberg, published by Christoph Riegel, Anno 1697.",summer_2025
bib-99,frontispiece,"School of Peace
and War.",summer_2025
bib-100,title,"METHOD
OF MEASURING
BUILDINGS
BY
DON GUARINO GUARINI, C.R.
THEATINE MATHEMATICIAN
OF
HIS ROYAL HIGHNESS.

In which there is no body, and almost no
surface, provided it possesses some
regularity, that is not measured mathematically,
reducing to very easy calculations even those
planes and those bodies for which
until now no method
of measurement has been given.",summer_2025
bib-100,imprint,"IN TURIN, 1674.
By the Heirs of Gianelli, With license of the Superiors.",summer_2025
bib-101,title,"MICHAEL HAVEMANN
GEOMETRY
BRIEFLY ADORNED.

Formerly written and presented in the most celebrated
Academy of the Roses,
now published for the benefit of students.",summer_2025
bib-101,imprint,"FRANKFURT AM MAIN.
At the expense of Thomas Matthias Götz.
Printed by Caspar Rötel.
1650.",summer_2025
bib-102,title,"Heinrich
Hofmann, Pro-
fessor of Mathema-
tics at the Uni-
versity of Jena

German Eu-
CLID,
That is:
Geometrical Description
and namely
Especially
Of
his
ELEMENTS.",summer_2025
bib-102,imprint,"Printed at Jena / published
by Johann Birckner / bookseller
there / and in Erfurt:
In the Year of Christ / 1652.",summer_2025
bib-103,title,"First Treatise
Of Mechanical Instruments
by Levinus Hulsius.

Thorough / Evident Report of the new Geome=
trical Ground-Measuring Instrument / called Planimetra /
with its Inductorium and Frame. Together with the Square /
and Quadrant in various kinds. By which one can with special
advantage / survey a piece of landscape by sight / city / fortress / fields
or the ground surface in picture / draw it on paper and determine
its area or size. Likewise to measure all heights / widths /
lengths and air-distances.",summer_2025
bib-103,imprint,"With Imperial Majesty’s privilege.
Frankfurt / At the Author’s press.
1604.",summer_2025
bib-104,title,"PROBLEM
The Duplication of an Equilateral Triangle

Independently of others than the first
three Books of Euclid.

At the University of Prague in the month of September
of the year 1679, solemnly proposed

To all the Geometers of the whole World

At the University of Rome in the month of February
of the year 1680, solved

By Canon Paolo Jovio
of Novocomum (Como)

of the Roman Seminary of Coniurctors

To
the Most Illustrious and Excellent
Prince
Livio Odescalchi
Duke of Ceri
Nephew (through his brother) of
Our Most Holy Lord
Innocent XI.",summer_2025
bib-104,imprint,"Rome, From the Press of Nicolò Angelo Tinassi. 1681.

With Permission of the Superiors.",summer_2025
bib-105,title,"A LITTLE BOOK
ON THE GEOMETRICAL QUADRANT.

IN WHICH WHATEVER
pertains to lines and surfaces,
namely the measurements of heights and widths,
is most clearly demonstrated.

With twenty-seven copper engravings added,
for greater understanding of the doctrine,
and presented with a clarity not shown until now.

Published at the expense and cost of Cornelius de Judaeis,
and purchased from Francesco Marsho in Venice.",summer_2025
bib-105,imprint,"Nuremberg,
Printed by Christoph Lochner
1594.",summer_2025
bib-106,title,"A COMPREHENSIVE SYSTEM
OF THE WHOLE OF MA-
THEMATICS;
that is,
OF GEOMETRY,
OPTICS; ASTRON-
OMY AND GEO-
GRAPHY;

Presented in public lectures, in the year 1605,
at the most celebrated Gymnasium of
Danzig
By
BARTHOLOMÆUS KECKER-
MANN, Licentiate in Sacred Theology,
and Professor of Philosophy.

At the end is added a brief nautical commentary,
by the same author, presented there
in the year 1603.

With an Index of the chapters of each book.
Corrected and cleansed of countless errors.",summer_2025
bib-106,imprint,"AT HANAU
By PETRUS ANTONIUS
1621.

With the grace and privilege of the Emperor.",summer_2025
bib-107,title,"A COMPREHENSIVE SYSTEM
OF THE WHOLE OF
MATHEMATICS,
that is
GEOMETRY,
OPTICS, ASTRONOMY,
AND
GEOGRAPHY

Presented in public lectures in the year 1605
at the most celebrated Gymnasium of Danzig.

By
BARTHOLOMÆUS KECKERMANN,
Licentiate of Sacred Theology and
Professor of Philosophy

At the end is added a brief Nautical Commentary,
by the same author, presented there in the year 1603.

With an index of the chapters of each book.
Finally, so that the book might become a complete Course
of Mathematics,
is added also a very brief Introduction to Geography.

Likewise, an easy Method of Practical Arithmetic
by Gemma Frisius.",summer_2025
bib-107,imprint,"AT OXFORD,
Printed by William Hall for Francis Oxlad
in the year 1661.",summer_2025
bib-108,title,"A COMPREHENSIVE SYSTEM
OF THE WHOLE OF MATHEMATICS,
that is,
OF GEOMETRY,
OPTICS, ASTRONOMY
AND GEOGRAPHY,

Presented in public lectures, in the year 1605,
at the most celebrated Gymnasium of
Danzig
By
BARTHOLOMÆUS KECKERMANN,
Licentiate of Sacred Theology,
and Professor of Philosophy.

At the end is added a brief nautical commentary,
by the same author, presented there
in the year 1603.

With an Index of the chapters of each book.",summer_2025
bib-108,imprint,"AT HANAU
With Petrus Antonius.
1617.

With the grace and privilege of the Emperor.",summer_2025
bib-109,title,"THE
ELEMENTS
OF
GEOMETRY
OR
ON THE MEASUREMENT
OF BODIES.

Which comprise all that Euclid
taught therein: the most beautiful propo-
sitions of Archimedes, and Analysis.

By the Reverend Father BERNARD LAMY,
Priest of the Oratory.

Grenoble.",summer_2025
bib-109,imprint,"AT PARIS,
With André Pralard, rue St. Jacques,
at the sign of the Occasion.

1685.

WITH PRIVILEGE OF THE KING.",summer_2025
bib-110,title,"NEW
ELEMENTS
OF
GEOMETRY,
OR
ON THE MEASUREMENT
OF BODIES.

WHICH COMPRISE ALL
that Euclid has taught: the
most beautiful Propositions of
Archimedes, and Analysis.

BY the Reverend Father BERNARD LAMY,
Priest of the Oratory.",summer_2025
bib-110,imprint,"AT PARIS,
With André Pralard, rue St. Jacques.

1692.",summer_2025
bib-111,title,"PRACTICE
OF GEOMETRY,
ON PAPER
AND IN THE FIELD.

WHEREBY, THROUGH A METHOD
new and singular, one may with
ease and in little time perfect oneself
in this science.",summer_2025
bib-111,imprint,"IN PARIS,
With Jean Jombert, near the
Augustins, at the sign of Our Lady.

1682.

WITH PRIVILEGE OF THE KING.",summer_2025
bib-112,title,"PRACTICE
OF GEOMETRY,
ON PAPER
AND IN THE FIELD.

WITH A NEW ORDER
and a particular Method.",summer_2025
bib-112,imprint,"IN PARIS,
With Thomas Jolly, at the Palais, in the Hall
of the Mercers, at the corner of the Gallery of
the Prisoners, at the sign of the Palm and the
Arms of Holland.

1669.

WITH PRIVILEGE OF THE KING.",summer_2025
bib-113,title,"TREATISE
OF
GEOMETRY.

By SEBASTIEN LE CLERC.",summer_2025
bib-113,imprint,"IN PARIS,
With Jean Jombert, near the Augustins,
at the sign of Our Lady.

1690.

WITH PRIVILEGE OF THE KING.",summer_2025
bib-114,title,"Nine Geometrical Exercises,
for Young Seamen,
and others who are studious in
Mathematical Practices:

Containing nine particular treatises,
whose contents are listed in the following pages.

All these exercises are geometrically performed by
a line of chords and equal parts, by methods not usually
known or practiced. To these are added analogies or proportions,
by which they may be applied to the chiliads of
logarithms, and the canons of artificial sines and tangents.

By William Leybourn, Philomath.",summer_2025
bib-114,imprint,"London,
Printed by James Flesher, for George Sawbridge,
at Clerkenwell Green. Anno Domini 1669.",summer_2025
bib-115,title,"Cursus Mathematicus: Mathematical Sciences in Nine Books.
Comprising:
– Arithmetick (Vulgar, Instrumental, Decimal, Algebraical)
– Geometry (Plain, Solid)
– Cosmography (Celestial, Terrestrial)
– Astronomy (Theoretical, Practical)
– Navigation (Plain, Spherical)
– Trigonometry (Rectilinear, Circular)

With the description, construction, and use of geometrical and nautical instruments;
and the doctrine of triangles applied to practice in mensurations of all kinds,
such as longimetry, planometry, and military architecture (taking of heights, distances,
surveying of land, woods, roads, fortification), and also in navigation, dialling, etc.

Arranged in such method and order as they ought to be read and practiced, by those who would
attain to a competent proficiency in them by their own industry.

By William Leybourn, Philomath.

“Motto: Nil tam difficile est quod non solertia vincat”
(Nothing is so difficult that skill cannot overcome it).",summer_2025
bib-115,imprint,"London: Printed for Thomas Bassett, Benjamin Tooke, Thomas Sawbridge,
Anthony & John Churchill, 1690.",summer_2025
bib-116,title,"UNIVERSAL PRACTICE,
very easy and brief,
of measuring by sight.
FIRST PART.

Where is taught the method of
measuring any desired length,
width, height, or depth,
separately and together,
however irregular or distant
it may be, in a single operation:
that is, without leaving the spot.

BY
GIUSEPPE MALOMBRA,
Nobleman of Cremona",summer_2025
bib-117,title,"MATHEMATICAL WORKS,
or
Mathematical Treatises:
concerning
Geometry, Perspective, Architecture, and
Fortification.

Written and presented
BY
SAMUEL MAROLOIS.

Newly revised and corrected by
ALBERT GIRARD,
Mathematician.",summer_2025
bib-117,imprint,"AMSTERDAM,
By Ian Janszoon.
1630.",summer_2025
bib-118,title,"MATHEMATICAL WORKS
or
MATHEMATICAL TREATISES
treating of
GEOMETRY, PERSPECTIVE,
ARCHITECTURE, AND
FORTIFICATION
by
SAMUEL MAROLOIS.

Newly reviewed, enlarged,
and corrected
by
ALBERT GIRARD,
Mathematician.

With Privilege.",summer_2025
bib-118,imprint,"AMSTERDAM,
at Ian Janssen’s,
1638.",summer_2025
bib-119,title,"MANUAL
of Practical Arithmetic and Geometry

In which,
along with the Rod-calculation or
Rabdology of J. Napier, briefly and clearly that
which is necessary for Land-Surveyors and Engineers,
concerning land-measuring and fortification-building,
is taught and illustrated by examples.

Newly enriched with a new invention for gauging
all round vessels as to their capacities.

By
Adriaan Metius, Doctor of Medicine and
Professor of Mathematics at Franeker.",summer_2025
bib-119,imprint,"At Amsterdam,
By Henderick Laurentz, bookseller on the
Water, at the “Writing-book,” in the year 1634.",summer_2025
bib-120,title,"THE MATHEMATICAL KEY,
again revised,
or rather
RECONSTRUCTED.

To which is added
a Treatise on the Resolution of Equations
of whatever form,
in numbers:

And
an Explanation both of the tenth element of Euclid
concerning incommensurable magnitudes,
and of the thirteenth and fourteenth elements
concerning the five regular solids.

And here throughout
is interwoven the doctrine of Decimal Arithmetic
and of Logarithms.

By William Oughtred, Englishman.",summer_2025
bib-120,imprint,"LONDON:
Printed by Thomas Harper, at the expense of Thomas
Whitaker, at whose shop they are sold, in
St. Paul’s Churchyard. 1648.",summer_2025
bib-121,title,"WILLIAM OUGHTRED
of Eton,
formerly Fellow of King’s College
in Cambridge,

THE MATHEMATICAL KEY,
again revised,
or rather
RECONSTRUCTED.

Together with certain other commentaries by the same author,
which are listed on the following page.

The third edition, enlarged and corrected.",summer_2025
bib-121,imprint,"OXFORD,
Printed by Leon. Lichfield, and sold
by Tho. Robinson. 1652.",summer_2025
bib-122,title,"EXERCISES
IN GEOMETRY
by
JOANNES BAPTISTA PALMA,
Neapolitan,

Dedicated to the Most Illustrious and Excellent Lord
CARMINO NICOLAO CARACCIOLO,
Duke of Castello di Sangro,
and most worthy son of the Prince of San Buono.",summer_2025
bib-122,imprint,"NAPLES, 1689, From the New Press of the Society,
of Dom. Antonio Parrino and Michele Aloisio Mutio.

With Permission of the Superiors.",summer_2025
bib-123,title,"Two brief and easy treatises,
the first on Arithmetic; the other on Geometry:
in which are contained some new things,
pleasant and useful, both for gentlemen and for artisans.

By Signor Gio. Francesco Peverone of Cuneo.",summer_2025
bib-123,imprint,"IN LYON
By Jean de Tournes.
1558.

With privilege of the King.",summer_2025
bib-124,title,"THE PRACTICAL
GEOMETRY
BY GIOVANNI POMODORO
VENETIAN

Drawn from the Elements of Euclid and of other
famous Authors.

With the exposition of GIOVANNI SCALA, Mathematician.

In fifty copper-engraved plates,
from which one may easily learn
all that pertains to the good Geometer.

A work necessary for Mathematicians, Architects, Geographers,
Cosmographers, Artillerymen, Engineers,
Soldiers, and all students of these arts.

DEDICATED
TO THE MOST ILLUSTRIOUS AND EXCELLENT
SIGNOR PAOLO SAVELLO,
Prince of Albano, Councillor of State,
Chamberlain to His Imperial Majesty, and his
Ambassador in Rome.",summer_2025
bib-124,imprint,"At Rome, Printed by Giovanni Angelo Ruffinelli, 1604.

With license of the Superiors.",summer_2025
bib-125,title,"THE PRACTICAL
GEOMETRY
BY GIOVANNI POMODORO
VENETIAN

Drawn from the Elements of Euclid and of other
famous Authors,

With the exposition of GIOVANNI SCALA, Mathematician.

Set forth in fifty copper-engraved plates,
from which one may easily learn
all that pertains to the good Geometer.

A work necessary for Surveyors, Architects, Geographers,
Cosmographers, Artillerymen, Engineers,
Soldiers, and Captains of Armies.

DEDICATED
TO THE MOST EMINENT AND MOST REVEREND LORD,
CARDINAL
GIACOMO NINI",summer_2025
bib-126,title,"THE PRACTICAL
GEOMETRY
BY GIOVANNI POMODORO
VENETIAN

Drawn from the Elements of Euclid and other
famous Authors,

With the exposition of GIOVANNI SCALA, Mathematician.

Arranged in fifty copper-engraved plates,
from which one may easily learn
all that pertains to the good Geometer.

A work necessary for Surveyors, Architects, Geographers,
Cosmographers, Artillerymen, Engineers,
Soldiers, and Captains of Armies.

DEDICATED
TO THE MOST EMINENT AND MOST REVEREND LORD,
CARDINAL
GIACOMO NINI",summer_2025
bib-127,title,"A PROBLEM,
which requires
OUT OF FOUR
GIVEN STRAIGHT LINES
to construct a quadrilateral that may be
inscribed in a circle.

Explained in several ways

by JOHANN PRAETORIUS of Joachimsthal.",summer_2025
bib-127,imprint,"NUREMBERG,
Printed by Valentin Furmann.

In the year of Christ
1598.",summer_2025
bib-128,title,"P. RAMUS
TWO BOOKS OF
ARITHMETIC:
TWENTY-SEVEN BOOKS OF
GEOMETRY.",summer_2025
bib-128,imprint,"BASEL, by Eusebius
Episcopius, and the heirs of his brother Nicolaus.
1580.",summer_2025
bib-129,title,"P. RAMUS
TWO BOOKS OF
ARITHMETIC:
TWENTY-SEVEN BOOKS OF
GEOMETRY.",summer_2025
bib-129,imprint,"BASEL, by Eusebius
Episcopius, and the heirs of his brother Nicolaus.
Year 1569.",summer_2025
bib-130,title,"PETER RAMUS
of Vermandois,
Most renowned Philosopher,
Royal Professor of Eloquence and of the
Mathematical Disciplines,
TWO BOOKS OF ARITHMETIC
AND
TWENTY-SEVEN BOOKS OF GEOMETRY.

Formerly revised and augmented by LAZARUS SCHONER,
but now in this latest edition corrected and
enlarged in many places.",summer_2025
bib-130,imprint,"FRANKFURT AM MAIN,
Printed and published by the Wechel heirs,
at the shop of Daniel and David Aubry
and Clement Schleich.
Year 1627.",summer_2025
bib-131,title,"The pathway to
knowledge, containing the first
principles of Geometry, as they
may most aptly be applied unto
practice, both for the use of
Geometrical and Astronomical
instruments: and also for
the projection of maps
of every kind,
and
therefore very necessary
for all sorts
of men.

Geometry’s verdict:

All fresh fine wits by me are sharpened,
All gross dull wits wish me banished:
Though no man’s wit will I reject,
Yet as they are, I will them test.

1574",summer_2025
